rownames;wage;lwage;sex;shs;hsg;scl;clg;ad;mw;so;we;ne;exp1;exp2;exp3;exp4;occ;occ2;ind;ind2
24478;23.07692308;3.138833117;0;0;0;1;0;0;0;1;0;0;13;1.69;2.197;2.8561;1020;3;7380;14
24498;19.23076923;2.95651156;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;4320;15;8990;21
24514;16.82692308;2.822980168;1;0;1;0;0;0;0;1;0;0;7;0.49;0.343;0.2401;5400;17;4670;9
24527;10.94674556;2.393042203;0;0;0;1;0;0;0;1;0;0;21.5;4.6225;9.938375;21.36750625;20;1;4795;9
24543;62.5;4.135166557;1;0;1;0;0;0;0;1;0;0;21;4.41;9.261;19.4481;8965;21;2070;5
24548;12.94378698;2.560615903;0;0;0;1;0;0;0;1;0;0;7.5;0.5625;0.421875;0.31640625;310;1;8680;20
24549;26.44230769;3.274965292;0;0;0;0;1;0;0;1;0;0;16;2.56;4.096;6.5536;1965;5;9370;22
24550;25.96153846;3.256616153;0;0;0;1;0;0;0;1;0;0;6.5;0.4225;0.274625;0.17850625;150;1;2980;6
24557;5.494505495;1.703748592;0;0;1;0;0;0;0;1;0;0;10;1;1;1;5800;17;3680;6
24576;31.25;3.442019376;0;0;0;1;0;0;0;1;0;0;5.5;0.3025;0.166375;0.09150625;120;1;4070;7
24580;18.84615385;2.936308853;1;0;0;1;0;0;0;1;0;0;32;10.24;32.768;104.8576;5120;17;9470;22
24588;19.23076923;2.95651156;1;0;0;0;1;0;0;1;0;0;10;1;1;1;2145;7;9470;22
24590;18.72469636;2.929843313;1;0;0;1;0;0;0;1;0;0;14;1.96;2.744;3.8416;5120;17;9160;21
24591;15.38461538;2.733368009;0;0;0;1;0;0;0;1;0;0;9.5;0.9025;0.857375;0.81450625;7315;20;770;4
24593;43.26923077;3.767441777;0;0;0;0;1;0;0;1;0;0;18;3.24;5.832;10.4976;4700;16;5190;9
24601;14.42307692;2.668829488;1;0;1;0;0;0;0;1;0;0;11;1.21;1.331;1.4641;4760;16;5380;9
24603;16.02628205;2.774230003;0;0;0;1;0;0;0;1;0;0;22.5;5.0625;11.390625;25.62890625;4760;16;4670;9
24605;48.07692308;3.872802292;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;4760;16;4870;9
24607;16.82692308;2.822980168;0;0;1;0;0;0;0;1;0;0;30;9;27;81;940;2;6890;12
24618;25.96153846;3.256616153;0;0;0;1;0;0;0;1;0;0;10;1;1;1;1105;3;7590;16
24625;20.97902098;3.043522937;0;0;0;1;0;0;0;1;0;0;7.5;0.5625;0.421875;0.31640625;7200;20;4670;9
24626;15.38461538;2.733368009;1;0;1;0;0;0;0;1;0;0;9;0.81;0.729;0.6561;120;1;7580;16
24632;42.30769231;3.744968921;0;0;0;0;1;0;0;1;0;0;32;10.24;32.768;104.8576;4710;16;6680;11
24646;45.85798817;3.825549407;0;0;0;0;1;0;0;1;0;0;15;2.25;3.375;5.0625;310;1;8680;20
24649;38.94230769;3.662081261;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;4850;16;3570;6
24672;26.44230769;3.274965292;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;3255;10;8190;18
24673;36.05769231;3.58512022;0;0;0;0;0;1;0;1;0;0;2;0.04;0.008;0.0016;5000;17;6870;12
24674;25;3.218875825;1;0;0;0;1;0;0;1;0;0;10;1;1;1;800;2;7470;14
24675;6.730769231;1.906689436;0;0;0;1;0;0;0;1;0;0;4;0.16;0.064;0.0256;5850;17;7590;16
24676;30.76923077;3.42651519;0;0;0;1;0;0;0;1;0;0;36.5;13.3225;48.627125;177.4890063;1060;3;2270;5
24678;21.15384615;3.05182174;0;0;0;0;1;0;0;1;0;0;7;0.49;0.343;0.2401;950;2;6890;12
24679;14.42307692;2.668829488;0;0;1;0;0;0;0;1;0;0;43;18.49;79.507;341.8801;8965;21;1990;5
24682;50.48076923;3.921592456;0;0;0;0;0;1;0;1;0;0;32;10.24;32.768;104.8576;430;1;9380;22
24687;40.38461538;3.698448905;0;0;0;1;0;0;0;1;0;0;8;0.64;0.512;0.4096;2630;9;6690;11
24691;7.75;2.047692843;0;0;0;1;0;0;0;1;0;0;11.5;1.3225;1.520875;1.74900625;9620;22;1280;5
24705;4.807692308;1.570217199;0;0;1;0;0;0;0;1;0;0;14;1.96;2.744;3.8416;4700;16;8880;21
24714;26.44230769;3.274965292;1;0;0;1;0;0;0;1;0;0;10;1;1;1;310;1;8680;20
24725;26.92307692;3.292983797;0;0;0;0;1;0;0;1;0;0;4;0.16;0.064;0.0256;860;2;6990;12
24728;32.69461538;3.487210397;0;0;0;0;1;0;0;1;0;0;6;0.36;0.216;0.1296;1020;3;7380;14
24729;21.63461538;3.074294596;1;0;0;0;1;0;0;1;0;0;6;0.36;0.216;0.1296;4920;16;7070;13
24736;12.08791209;2.492205952;0;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;4700;16;5580;9
24741;17.39423077;2.856138586;0;0;0;1;0;0;0;1;0;0;9.5;0.9025;0.857375;0.81450625;5000;17;7590;16
24745;17.30769231;2.851151045;1;0;0;0;0;1;0;1;0;0;16;2.56;4.096;6.5536;3255;10;8180;18
24762;27.88461538;3.328075117;0;0;0;0;1;0;0;1;0;0;7;0.49;0.343;0.2401;110;1;6680;11
24764;20.38461538;3.014780469;1;0;0;0;0;1;0;1;0;0;29;8.41;24.389;70.7281;4620;15;8590;19
24775;26.92307692;3.292983797;0;0;0;1;0;0;0;1;0;0;5;0.25;0.125;0.0625;140;1;2780;6
24790;13.73626374;2.620039324;0;0;0;0;1;0;0;1;0;0;6;0.36;0.216;0.1296;2710;9;6590;11
24791;33.65384615;3.516127348;0;0;0;0;1;0;0;1;0;0;4;0.16;0.064;0.0256;600;2;770;4
24798;16.00961538;2.773189503;1;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;110;1;7380;14
24804;20.72649573;3.031412869;1;0;0;1;0;0;0;1;0;0;13.5;1.8225;2.460375;3.32150625;4840;16;6170;10
24810;11.53846154;2.445685937;1;0;0;0;0;1;0;1;0;0;7;0.49;0.343;0.2401;4120;13;8660;20
24812;27.30769231;3.307168432;0;0;1;0;0;0;0;1;0;0;14;1.96;2.744;3.8416;4760;16;4770;9
24816;14.42307692;2.668829488;0;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;4760;16;4670;9
24818;19.23076923;2.95651156;1;0;0;0;1;0;0;1;0;0;22;4.84;10.648;23.4256;3645;11;7970;18
24839;21.63461538;3.074294596;1;0;0;1;0;0;0;1;0;0;11.5;1.3225;1.520875;1.74900625;3600;11;8170;18
24858;23.07692308;3.138833117;1;0;1;0;0;0;0;1;0;0;29;8.41;24.389;70.7281;120;1;6870;12
24866;19.23076923;2.95651156;0;0;0;1;0;0;0;1;0;0;36.5;13.3225;48.627125;177.4890063;9620;22;9370;22
24892;12.30769231;2.510224458;1;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;5940;17;6070;10
24895;48.07692308;3.872802292;0;0;0;0;1;0;0;1;0;0;29;8.41;24.389;70.7281;3255;10;8090;18
24901;15.38461538;2.733368009;1;0;0;1;0;0;0;1;0;0;4;0.16;0.064;0.0256;430;1;7580;16
24907;27.30769231;3.307168432;0;0;1;0;0;0;0;1;0;0;11;1.21;1.331;1.4641;4760;16;4770;9
24911;14.42307692;2.668829488;0;0;0;1;0;0;0;1;0;0;6.5;0.4225;0.274625;0.17850625;5350;17;4070;7
24922;24.03846154;3.179655112;1;0;0;1;0;0;0;1;0;0;4.5;0.2025;0.091125;0.04100625;4820;16;6970;12
24924;30.95684803;3.432594236;0;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;1320;4;3580;6
24942;23.07692308;3.138833117;1;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;3255;10;8190;18
24943;43.75;3.778491613;1;0;0;1;0;0;0;1;0;0;12.5;1.5625;1.953125;2.44140625;9410;22;9570;22
24944;31.25;3.442019376;0;0;0;1;0;0;0;1;0;0;15;2.25;3.375;5.0625;9030;22;6070;10
24947;12.98076923;2.563468972;1;0;0;0;1;0;0;1;0;0;23;5.29;12.167;27.9841;5240;17;5380;9
24948;12.5;2.525728644;1;1;0;0;0;0;0;1;0;0;19;3.61;6.859;13.0321;430;1;7590;16
24963;16.82692308;2.822980168;0;1;0;0;0;0;0;1;0;0;16;2.56;4.096;6.5536;5620;17;4970;9
24968;16.34615385;2.793992631;1;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;2310;8;7860;17
25000;9.8;2.282382386;0;0;0;1;0;0;0;1;0;0;9;0.81;0.729;0.6561;4700;16;4690;9
25024;38.46153846;3.649658741;0;0;1;0;0;0;0;1;0;0;37;13.69;50.653;187.4161;7700;21;2290;5
25025;8.653846154;2.158003864;1;0;0;1;0;0;0;1;0;0;4;0.16;0.064;0.0256;2910;9;8470;18
25027;7.211538462;1.975682307;1;0;0;1;0;0;0;1;0;0;24.5;6.0025;14.706125;36.03000625;5110;17;6670;11
25040;16.82692308;2.822980168;1;0;1;0;0;0;0;1;0;0;30;9;27;81;4700;16;5080;9
25047;24.03846154;3.179655112;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;3420;10;8190;18
25050;31.25;3.442019376;0;0;0;0;1;0;0;1;0;0;30;9;27;81;1.00E+05;5;490;2
25051;21.63461538;3.074294596;1;0;0;0;0;1;0;1;0;0;37;13.69;50.653;187.4161;3255;10;7970;18
25066;36.10576923;3.586452665;0;0;0;1;0;0;0;1;0;0;4.5;0.2025;0.091125;0.04100625;7200;20;8770;21
25070;7.692307692;2.040220829;1;0;1;0;0;0;0;1;0;0;9;0.81;0.729;0.6561;330;1;3590;6
25084;48.07692308;3.872802292;0;0;0;0;1;0;0;1;0;0;18;3.24;5.832;10.4976;4710;16;4560;8
25085;31.25;3.442019376;1;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;820;2;6870;12
25091;21.63461538;3.074294596;0;0;0;0;1;0;0;1;0;0;10;1;1;1;220;1;770;4
25092;19.23076923;2.95651156;1;0;0;1;0;0;0;1;0;0;29;8.41;24.389;70.7281;3255;10;8190;18
25093;111.5384615;4.714369478;1;0;0;0;1;0;0;1;0;0;20;4;8;16;430;1;490;2
25101;20;2.995732274;1;0;0;0;1;0;0;1;0;0;6;0.36;0.216;0.1296;4850;16;1080;5
25102;32.69230769;3.487139811;1;0;0;0;1;0;0;1;0;0;4;0.16;0.064;0.0256;2825;9;490;2
25103;19.23076923;2.95651156;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;2340;8;8560;19
25109;60.09615385;4.095945844;0;0;0;0;1;0;0;1;0;0;11;1.21;1.331;1.4641;4760;16;5070;9
25112;13.73626374;2.620039324;0;0;0;1;0;0;0;1;0;0;4.5;0.2025;0.091125;0.04100625;4760;16;4670;9
25113;5.769230769;1.752538756;1;0;0;1;0;0;0;1;0;0;5.5;0.3025;0.166375;0.09150625;4110;13;8680;20
25116;18.46153846;2.915689566;1;0;0;0;0;1;0;1;0;0;15;2.25;3.375;5.0625;2310;8;7860;17
25118;28.84615385;3.361976669;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;4850;16;4580;8
25119;28.84615385;3.361976669;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;1030;3;2870;6
25127;12.01923077;2.486507931;1;0;1;0;0;0;0;1;0;0;26;6.76;17.576;45.6976;4110;13;8680;20
25141;26.92307692;3.292983797;1;0;1;0;0;0;0;1;0;0;26;6.76;17.576;45.6976;4840;16;7390;14
25142;24.03846154;3.179655112;1;0;0;0;1;0;0;1;0;0;4;0.16;0.064;0.0256;230;1;7870;17
25143;32.74428274;3.488728374;1;0;0;0;0;1;0;1;0;0;3;0.09;0.027;0.0081;2300;8;8470;18
25144;33.65384615;3.516127348;1;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;800;2;6890;12
25147;48.07692308;3.872802292;1;0;0;0;0;1;0;1;0;0;9;0.81;0.729;0.6561;5120;17;2870;6
25148;7.692307692;2.040220829;0;0;0;1;0;0;0;1;0;0;32.5;10.5625;34.328125;111.5664063;4220;14;8690;20
25152;52.44755245;3.959813669;0;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;850;2;2070;5
25155;14.42307692;2.668829488;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;4700;16;4690;9
25175;9.615384615;2.26336438;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;4520;15;8990;21
25184;48.07692308;3.872802292;0;0;0;0;1;0;0;1;0;0;9;0.81;0.729;0.6561;6440;19;490;2
25222;28.84615385;3.361976669;0;0;0;0;1;0;0;1;0;0;5;0.25;0.125;0.0625;2630;9;7380;14
25233;4.326923077;1.464856684;0;0;1;0;0;0;0;1;0;0;5;0.25;0.125;0.0625;4000;13;8680;20
25234;13.94230769;2.634927936;1;0;0;1;0;0;0;1;0;0;21;4.41;9.261;19.4481;5700;17;7270;14
25236;45.67307692;3.821508998;0;0;0;0;1;0;0;1;0;0;21;4.41;9.261;19.4481;5240;17;7470;14
25254;19.23076923;2.95651156;0;0;0;1;0;0;0;1;0;0;8;0.64;0.512;0.4096;740;2;490;2
25275;12.17948718;2.499753158;1;0;0;0;1;0;0;1;0;0;10;1;1;1;2040;6;9160;21
25285;23.07692308;3.138833117;1;0;0;1;0;0;0;1;0;0;13;1.69;2.197;2.8561;4700;16;5080;9
25304;19.78021978;2.984682437;0;0;1;0;0;0;0;1;0;0;10;1;1;1;4040;13;8680;20
25307;13.46153846;2.599836616;1;0;1;0;0;0;0;1;0;0;12;1.44;1.728;2.0736;3645;11;7580;16
25328;17.30769231;2.851151045;1;0;0;0;0;1;0;1;0;0;0;0;0;0;2720;9;7870;17
25331;21.15384615;3.05182174;1;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;4700;16;5570;9
25345;23.07692308;3.138833117;0;0;0;0;0;1;0;1;0;0;0;0;0;0;800;2;7280;14
25349;38.46153846;3.649658741;0;0;0;0;1;0;0;1;0;0;2;0.04;0.008;0.0016;5520;17;490;2
25356;22.18934911;3.099612404;1;0;0;1;0;0;0;1;0;0;9.5;0.9025;0.857375;0.81450625;5000;17;490;2
25357;33.65384615;3.516127348;0;0;1;0;0;0;0;1;0;0;11;1.21;1.331;1.4641;1.00E+05;21;770;4
25361;28.44551282;3.347990427;0;0;0;1;0;0;0;1;0;0;29.5;8.7025;25.672375;75.73350625;9600;22;3570;6
25371;36.05769231;3.58512022;1;0;0;0;1;0;0;1;0;0;3;0.09;0.027;0.0081;3255;10;6990;12
25375;26.44230769;3.274965292;0;0;0;0;1;0;0;1;0;0;6;0.36;0.216;0.1296;540;2;6990;12
25382;31.43491124;3.447919098;0;0;1;0;0;0;0;1;0;0;6;0.36;0.216;0.1296;9130;22;6380;10
25392;26.44230769;3.274965292;0;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;1106;3;6990;12
25398;19.23076923;2.95651156;0;0;0;1;0;0;0;1;0;0;17.5;3.0625;5.359375;9.37890625;430;1;3080;6
25408;26.44230769;3.274965292;0;0;1;0;0;0;0;1;0;0;23;5.29;12.167;27.9841;5620;17;9370;22
25410;19.23076923;2.95651156;1;0;1;0;0;0;0;1;0;0;13;1.69;2.197;2.8561;410;1;7070;13
25412;38.46153846;3.649658741;1;0;0;0;0;1;0;1;0;0;22;4.84;10.648;23.4256;2100;7;7270;14
25417;11.05769231;2.403126322;0;0;1;0;0;0;0;1;0;0;10;1;1;1;2340;8;8680;20
25418;19.23076923;2.95651156;1;0;0;0;1;0;0;1;0;0;5;0.25;0.125;0.0625;3255;10;7970;18
25420;19.23076923;2.95651156;0;0;0;0;1;0;0;1;0;0;1;0.01;0.001;0.0001;4840;16;7680;16
25430;50;3.912023005;0;0;0;0;1;0;0;1;0;0;5;0.25;0.125;0.0625;4850;16;490;2
25432;6.868131868;1.926892143;1;0;0;1;0;0;0;1;0;0;7;0.49;0.343;0.2401;4760;16;5790;9
25451;14.95726496;2.705197132;0;0;0;1;0;0;0;1;0;0;24.5;6.0025;14.706125;36.03000625;5110;17;8190;18
25453;26.44230769;3.274965292;0;0;0;1;0;0;0;1;0;0;10.5;1.1025;1.157625;1.21550625;1030;3;7380;14
25456;7.75;2.047692843;0;0;0;1;0;0;0;1;0;0;8;0.64;0.512;0.4096;9620;22;1280;5
25458;20.19230769;3.005301725;0;0;0;1;0;0;0;1;0;0;8.5;0.7225;0.614125;0.52200625;5610;17;3490;6
25472;24.03846154;3.179655112;0;0;1;0;0;0;0;1;0;0;15;2.25;3.375;5.0625;4220;14;9570;22
25475;55.28846154;4.012564235;0;0;0;0;0;1;0;1;0;0;4;0.16;0.064;0.0256;3050;10;8190;18
25480;24.03846154;3.179655112;1;0;0;0;0;1;0;1;0;0;8;0.64;0.512;0.4096;5330;17;6890;12
25513;16.82692308;2.822980168;1;0;0;1;0;0;0;1;0;0;7;0.49;0.343;0.2401;3500;10;8270;18
25518;12.43243243;2.520308577;1;1;0;0;0;0;0;1;0;0;29;8.41;24.389;70.7281;8300;21;8270;18
25519;15.10989011;2.715349504;1;0;1;0;0;0;0;1;0;0;6;0.36;0.216;0.1296;3800;12;9470;22
25524;8.901098901;2.186174741;1;1;0;0;0;0;0;1;0;0;22;4.84;10.648;23.4256;4230;14;8660;20
25539;19.23076923;2.95651156;0;0;0;1;0;0;0;0;1;0;4;0.16;0.064;0.0256;6730;19;770;4
25542;14.47115385;2.672157278;0;0;0;0;1;0;0;0;1;0;2;0.04;0.008;0.0016;2310;8;7860;17
25557;26.44230769;3.274965292;0;0;0;0;1;0;0;0;1;0;7;0.49;0.343;0.2401;140;1;3080;6
25564;5.384615385;1.683545885;1;0;1;0;0;0;0;0;1;0;12;1.44;1.728;2.0736;4220;14;7480;14
25570;16.82692308;2.822980168;1;0;1;0;0;0;0;0;1;0;12;1.44;1.728;2.0736;5000;17;6970;12
25571;18;2.890371758;0;0;1;0;0;0;0;0;1;0;12;1.44;1.728;2.0736;4760;16;4880;9
25597;12.01923077;2.486507931;0;1;0;0;0;0;0;0;1;0;13;1.69;2.197;2.8561;4700;16;4970;9
25598;14.42307692;2.668829488;1;0;1;0;0;0;0;0;1;0;11;1.21;1.331;1.4641;5520;17;9470;22
25611;9.615384615;2.26336438;1;0;1;0;0;0;0;0;1;0;6;0.36;0.216;0.1296;4020;13;8680;20
25621;9.615384615;2.26336438;0;0;0;1;0;0;0;0;1;0;26.5;7.0225;18.609625;49.31550625;7200;20;8770;21
25652;8.173076923;2.10084545;0;0;1;0;0;0;0;0;1;0;9;0.81;0.729;0.6561;4040;13;8690;20
25677;17.5;2.862200881;1;0;0;1;0;0;0;0;1;0;4;0.16;0.064;0.0256;120;1;6870;12
25682;10.43269231;2.344944367;1;0;0;0;1;0;0;0;1;0;14;1.96;2.744;3.8416;2000;6;8090;18
25690;19.71153846;2.981204173;0;1;0;0;0;0;0;0;1;0;33;10.89;35.937;118.5921;6230;19;770;4
25692;23.07692308;3.138833117;0;0;0;1;0;0;0;0;1;0;38.5;14.8225;57.066625;219.7065063;9140;22;6190;10
25711;21.63461538;3.074294596;1;0;0;0;1;0;0;0;1;0;3;0.09;0.027;0.0081;2340;8;9590;22
25728;18.26923077;2.905218266;0;0;0;0;1;0;0;0;1;0;3;0.09;0.027;0.0081;2000;6;8370;18
25735;24.03846154;3.179655112;1;0;0;0;1;0;0;0;1;0;11;1.21;1.331;1.4641;5520;17;590;3
25736;38.94230769;3.662081261;1;0;0;0;1;0;0;0;1;0;29;8.41;24.389;70.7281;3255;10;8190;18
25737;19.23076923;2.95651156;1;0;0;0;0;1;0;0;1;0;9;0.81;0.729;0.6561;2320;8;7860;17
25763;15.86538462;2.764139668;1;0;0;0;1;0;0;0;1;0;18;3.24;5.832;10.4976;530;2;9570;22
25765;15.38461538;2.733368009;0;0;0;0;1;0;0;0;1;0;15;2.25;3.375;5.0625;2310;8;7860;17
25766;28.84615385;3.361976669;0;0;0;0;1;0;0;0;1;0;3;0.09;0.027;0.0081;430;1;7290;14
25767;19.23076923;2.95651156;0;0;1;0;0;0;0;0;1;0;8;0.64;0.512;0.4096;4800;16;7390;14
25776;16.19433198;2.784661303;1;0;1;0;0;0;0;0;1;0;6;0.36;0.216;0.1296;5100;17;7590;16
25778;19.23076923;2.95651156;0;0;0;0;1;0;0;0;1;0;31;9.61;29.791;92.3521;4760;16;4770;9
25780;21.92307692;3.087539823;0;0;0;1;0;0;0;0;1;0;33;10.89;35.937;118.5921;4700;16;4970;9
25785;20.67307692;3.028832222;0;0;0;0;1;0;0;0;1;0;4;0.16;0.064;0.0256;1006;3;6890;12
25801;20.19230769;3.005301725;0;0;0;1;0;0;0;0;1;0;30.5;9.3025;28.372625;86.53650625;9130;22;2570;6
25804;25;3.218875825;1;0;1;0;0;0;0;0;1;0;7;0.49;0.343;0.2401;3400;10;8180;18
25812;9.615384615;2.26336438;0;0;0;0;0;1;0;0;1;0;3;0.09;0.027;0.0081;2200;8;7870;17
25814;28.84615385;3.361976669;1;0;0;0;0;1;0;0;1;0;30;9;27;81;2310;8;7860;17
25823;37.93706294;3.635928548;1;0;0;0;1;0;0;0;1;0;40;16;64;256;2340;8;7890;17
25824;39.55555556;3.677706154;0;0;0;1;0;0;0;0;1;0;5;0.25;0.125;0.0625;6260;19;770;4
25825;10.48951049;2.350375757;1;0;0;1;0;0;0;0;1;0;7.5;0.5625;0.421875;0.31640625;4700;16;4870;9
25849;23.07692308;3.138833117;0;0;0;0;1;0;0;0;1;0;26;6.76;17.576;45.6976;150;1;9480;22
25862;18.26923077;2.905218266;0;0;1;0;0;0;0;0;1;0;38;14.44;54.872;208.5136;5120;17;9570;22
25863;17.30769231;2.851151045;1;0;0;1;0;0;0;0;1;0;22.5;5.0625;11.390625;25.62890625;2145;7;7270;14
25864;28.84615385;3.361976669;0;0;0;0;0;1;0;0;1;0;9;0.81;0.729;0.6561;2100;7;9490;22
25881;36.53846154;3.598365447;1;0;0;0;1;0;0;0;1;0;30;9;27;81;5000;17;9570;22
25882;28.84615385;3.361976669;0;0;0;0;1;0;0;0;1;0;4;0.16;0.064;0.0256;4810;16;6990;12
25888;15.86538462;2.764139668;0;0;1;0;0;0;0;0;1;0;10;1;1;1;5510;17;6380;10
25889;12.01923077;2.486507931;0;0;0;0;1;0;0;0;1;0;2;0.04;0.008;0.0016;50;1;8560;19
25890;8.173076923;2.10084545;1;1;0;0;0;0;0;0;1;0;8;0.64;0.512;0.4096;3655;11;8270;18
25917;11.37362637;2.431297199;0;0;0;1;0;0;0;0;1;0;5.5;0.3025;0.166375;0.09150625;4020;13;8680;20
25918;10.09615385;2.312154544;0;0;1;0;0;0;0;0;1;0;7;0.49;0.343;0.2401;4010;13;8680;20
25929;8.653846154;2.158003864;0;0;0;1;0;0;0;0;1;0;13.5;1.8225;2.460375;3.32150625;4020;13;8680;20
25936;15.53254438;2.74293746;0;0;1;0;0;0;0;0;1;0;14;1.96;2.744;3.8416;7750;21;8790;21
25937;9.615384615;2.26336438;0;0;1;0;0;0;0;0;1;0;38;14.44;54.872;208.5136;8650;21;2190;5
25945;7.211538462;1.975682307;0;0;1;0;0;0;0;0;1;0;16;2.56;4.096;6.5536;9610;22;6170;10
25947;18.75;2.931193752;0;0;0;1;0;0;0;0;1;0;24;5.76;13.824;33.1776;340;1;8660;20
25966;16.34615385;2.793992631;1;0;0;0;1;0;0;0;1;0;2;0.04;0.008;0.0016;2810;9;6470;11
25971;21.63461538;3.074294596;1;0;0;0;1;0;0;0;1;0;1;0.01;0.001;0.0001;4700;16;5190;9
25976;20.19230769;3.005301725;0;0;0;0;1;0;0;0;1;0;11;1.21;1.331;1.4641;2040;6;9160;21
25978;15.6;2.747270914;1;0;0;0;1;0;0;0;1;0;7;0.49;0.343;0.2401;5240;17;6670;11
25990;14.95726496;2.705197132;1;0;0;0;1;0;0;0;1;0;8;0.64;0.512;0.4096;3600;11;8190;18
25994;10.57692308;2.35867456;0;0;0;0;1;0;0;0;1;0;21;4.41;9.261;19.4481;8965;21;3580;6
25995;62.5;4.135166557;1;0;0;0;0;1;0;0;1;0;6;0.36;0.216;0.1296;430;1;4380;8
26005;13.46153846;2.599836616;1;0;0;0;1;0;0;0;1;0;34;11.56;39.304;133.6336;5400;17;6470;11
26009;12.01923077;2.486507931;0;0;0;0;1;0;0;0;1;0;10;1;1;1;2630;9;1990;5
26012;10.09615385;2.312154544;0;0;1;0;0;0;0;0;1;0;8;0.64;0.512;0.4096;4030;13;8680;20
26038;13.46153846;2.599836616;1;0;1;0;0;0;0;0;1;0;34;11.56;39.304;133.6336;530;2;770;4
26067;12.74134615;2.544852308;0;1;0;0;0;0;0;0;1;0;32;10.24;32.768;104.8576;4140;13;8680;20
26068;15.38461538;2.733368009;0;0;0;0;1;0;0;0;1;0;33;10.89;35.937;118.5921;2145;7;7270;14
26070;15.10989011;2.715349504;0;0;1;0;0;0;0;0;1;0;20;4;8;16;4030;13;8680;20
26075;17.30769231;2.851151045;0;0;0;1;0;0;0;0;1;0;15.5;2.4025;3.723875;5.77200625;4030;13;8680;20
26078;18.99038462;2.943932778;1;0;1;0;0;0;0;0;1;0;13;1.69;2.197;2.8561;50;1;8660;20
26079;8.653846154;2.158003864;0;0;0;1;0;0;0;0;1;0;33;10.89;35.937;118.5921;4230;14;8660;20
26081;24.03846154;3.179655112;0;0;1;0;0;0;0;0;1;0;9;0.81;0.729;0.6561;4010;13;8680;20
26084;16.82692308;2.822980168;1;0;0;1;0;0;0;0;1;0;3;0.09;0.027;0.0081;1540;4;770;4
26086;13.46153846;2.599836616;0;0;1;0;0;0;0;0;1;0;5;0.25;0.125;0.0625;5620;17;4795;9
26095;4.271978022;1.452076957;0;0;1;0;0;0;0;0;1;0;41;16.81;68.921;282.5761;4220;14;8680;20
26097;12.01923077;2.486507931;0;0;1;0;0;0;0;0;1;0;8;0.64;0.512;0.4096;4120;13;8590;19
26099;5.770192308;1.752705409;1;1;0;0;0;0;0;0;1;0;10.5;1.1025;1.157625;1.21550625;5240;17;7590;16
26120;24.03846154;3.179655112;0;0;0;0;0;1;0;0;1;0;1;0.01;0.001;0.0001;2100;7;7270;14
26121;16.82692308;2.822980168;0;0;0;0;1;0;0;0;1;0;1;0.01;0.001;0.0001;2310;8;7860;17
26135;10.57692308;2.35867456;0;0;1;0;0;0;0;0;1;0;19;3.61;6.859;13.0321;6515;19;770;4
26148;15.86538462;2.764139668;0;0;0;1;0;0;0;0;1;0;14.5;2.1025;3.048625;4.42050625;7700;21;670;3
26163;14.42307692;2.668829488;1;0;1;0;0;0;0;0;1;0;37;13.69;50.653;187.4161;7855;21;1090;5
26168;20.74898785;3.032497467;1;0;0;1;0;0;0;0;1;0;37.5;14.0625;52.734375;197.7539063;430;1;9470;22
26169;16.53846154;2.805688671;1;0;0;0;1;0;0;0;1;0;36;12.96;46.656;167.9616;2310;8;7860;17
26198;16.82692308;2.822980168;0;0;0;1;0;0;0;0;1;0;40;16;64;256;7200;20;7080;13
26208;21.9017094;3.086564689;0;0;0;0;1;0;0;0;1;0;4;0.16;0.064;0.0256;4760;16;4795;9
26248;490.1960784;6.194805471;0;0;0;1;0;0;0;0;1;0;17;2.89;4.913;8.3521;4850;16;4270;7
26260;24.03846154;3.179655112;0;0;0;1;0;0;0;0;1;0;7;0.49;0.343;0.2401;8965;21;1870;5
26272;11.05769231;2.403126322;1;0;0;0;1;0;0;0;1;0;9;0.81;0.729;0.6561;7810;21;4970;9
26281;7.211538462;1.975682307;0;0;1;0;0;0;0;0;1;0;20;4;8;16;3535;10;8290;18
